"type","word1","word2","response","catch.trial.string","subj","exposures","coherence","trial"
"catch",NA,NA,1,"How much is one plus zero?","s1036",56,"rime",12
"cross","jeev","thite",2,"","s1036",56,"rime",13
"cross","wug","dex",4,"","s1036",56,"rime",14
"within","pif","jeev",4,"","s1036",56,"rime",15
"within","thite","moke",3,"","s1036",56,"rime",16
"within","wug","jeev",2,"","s1036",56,"rime",17
"within","pif","dex",3,"","s1037",56,"nonce.connective",1
"within","thite","wug",3,"","s1037",56,"nonce.connective",2
"cross","jeev","pif",3,"","s1037",56,"nonce.connective",3
"cross","wug","moke",4,"","s1037",56,"nonce.connective",4
"catch",NA,NA,2,"How much is five minus two?","s1037",56,"nonce.connective",5
"cross","thite","dex",3,"","s1037",56,"nonce.connective",6
"within","moke","pif",4,"","s1037",56,"nonce.connective",7
"cross","jeev","dex",4,"","s1037",56,"nonce.connective",8
"cross","wug","pif",3,"","s1037",56,"nonce.connective",9
"cross","thite","moke",4,"","s1037",56,"nonce.connective",10
"cross","wug","dex",4,"","s1037",56,"nonce.connective",11
"catch",NA,NA,3,"How much is one plus zero?","s1037",56,"nonce.connective",12
"cross","jeev","moke",4,"","s1037",56,"nonce.connective",13
"cross","thite","pif",4,"","s1037",56,"nonce.connective",14
"within","wug","jeev",4,"","s1037",56,"nonce.connective",15
"within","moke","dex",3,"","s1037",56,"nonce.connective",16
"within","thite","jeev",3,"","s1037",56,"nonce.connective",17
"within","jeev","pif",1,"","s1038",56,"0/3",1
"within","wug","moke",2,"","s1038",56,"0/3",2
"cross","dex","jeev",3,"","s1038",56,"0/3",3
"cross","moke","thite",3,"","s1038",56,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1038",56,"0/3",5
"cross","wug","pif",2,"","s1038",56,"0/3",6
"within","thite","jeev",2,"","s1038",56,"0/3",7
"cross","dex","pif",2,"","s1038",56,"0/3",8
"cross","moke","jeev",3,"","s1038",56,"0/3",9
"cross","wug","thite",2,"","s1038",56,"0/3",10
"cross","moke","pif",2,"","s1038",56,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1038",56,"0/3",12
"cross","dex","thite",2,"","s1038",56,"0/3",13
"cross","wug","jeev",1,"","s1038",56,"0/3",14
"within","moke","dex",2,"","s1038",56,"0/3",15
"within","thite","pif",3,"","s1038",56,"0/3",16
"within","wug","dex",1,"","s1038",56,"0/3",17
"within","wug","dex",1,"","s1039",126,"2/3",1
"within","thite","pif",3,"","s1039",126,"2/3",2
"cross","jiv","wug",3,"","s1039",126,"2/3",3
"cross","pif","moke",5,"","s1039",126,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s1039",126,"2/3",5
"cross","thite","dex",1,"","s1039",126,"2/3",6
"within","moke","wug",2,"","s1039",126,"2/3",7
"cross","jiv","dex",4,"","s1039",126,"2/3",8
"cross","pif","wug",3,"","s1039",126,"2/3",9
"cross","thite","moke",1,"","s1039",126,"2/3",10
"cross","pif","dex",4,"","s1039",126,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1039",126,"2/3",12
"cross","jiv","moke",2,"","s1039",126,"2/3",13
"cross","thite","wug",3,"","s1039",126,"2/3",14
"within","pif","jiv",4,"","s1039",126,"2/3",15
"within","moke","dex",1,"","s1039",126,"2/3",16
"within","thite","jiv",3,"","s1039",126,"2/3",17
"within","wug","pif",1,"","s1040",392,"rime",1
"within","jeev","moke",4,"","s1040",392,"rime",2
"cross","thite","wug",1,"","s1040",392,"rime",3
"cross","moke","dex",2,"","s1040",392,"rime",4
"catch",NA,NA,3,"How much is five minus two?","s1040",392,"rime",5
"cross","jeev","pif",5,"","s1040",392,"rime",6
"within","dex","wug",5,"","s1040",392,"rime",7
"cross","thite","pif",5,"","s1040",392,"rime",8
"cross","moke","wug",2,"","s1040",392,"rime",9
"cross","jeev","dex",5,"","s1040",392,"rime",10
"cross","moke","pif",5,"","s1040",392,"rime",11
"catch",NA,NA,1,"How much is one plus zero?","s1040",392,"rime",12
"cross","thite","dex",4,"","s1040",392,"rime",13
"cross","jeev","wug",4,"","s1040",392,"rime",14
"within","moke","thite",4,"","s1040",392,"rime",15
"within","dex","pif",5,"","s1040",392,"rime",16
"within","jeev","thite",5,"","s1040",392,"rime",17
"within","jeev","wug",3,"","s1041",126,"syllables",1
"within","dex","pif",1,"","s1041",126,"syllables",2
"cross","moke","jeev",4,"","s1041",126,"syllables",3
"cross","pif","thite",3,"","s1041",126,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1041",126,"syllables",5
"cross","dex","wug",4,"","s1041",126,"syllables",6
"within","thite","jeev",5,"","s1041",126,"syllables",7
"cross","moke","wug",2,"","s1041",126,"syllables",8
"cross","pif","jeev",2,"","s1041",126,"syllables",9
"cross","dex","thite",3,"","s1041",126,"syllables",10
"cross","pif","wug",1,"","s1041",126,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1041",126,"syllables",12
"cross","moke","thite",1,"","s1041",126,"syllables",13
"cross","dex","jeev",1,"","s1041",126,"syllables",14
"within","pif","moke",4,"","s1041",126,"syllables",15
"within","thite","wug",3,"","s1041",126,"syllables",16
"within","dex","moke",5,"","s1041",126,"syllables",17
"within","thite","jiv",2,"","s1042",126,"0/3",1
"within","moke","wug",2,"","s1042",126,"0/3",2
"cross","dex","thite",2,"","s1042",126,"0/3",3
"cross","wug","pif",1,"","s1042",126,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1042",126,"0/3",5
"cross","moke","jiv",1,"","s1042",126,"0/3",6
"within","pif","thite",4,"","s1042",126,"0/3",7
"cross","dex","jiv",3,"","s1042",126,"0/3",8
"cross","wug","thite",2,"","s1042",126,"0/3",9
"cross","moke","pif",1,"","s1042",126,"0/3",10
"cross","wug","jiv",4,"","s1042",126,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1042",126,"0/3",12
"cross","dex","pif",1,"","s1042",126,"0/3",13
"cross","moke","thite",1,"","s1042",126,"0/3",14
"within","wug","dex",4,"","s1042",126,"0/3",15
"within","pif","jiv",5,"","s1042",126,"0/3",16
"within","moke","dex",1,"","s1042",126,"0/3",17
"within","pif","thite",4,"","s1043",392,"nonce.connective",1
"within","wug","moke",4,"","s1043",392,"nonce.connective",2
"cross","dex","pif",1,"","s1043",392,"nonce.connective",3
"cross","moke","jeev",1,"","s1043",392,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s1043",392,"nonce.connective",5
"cross","wug","thite",1,"","s1043",392,"nonce.connective",6
"within","jeev","pif",5,"","s1043",392,"nonce.connective",7
"cross","dex","thite",1,"","s1043",392,"nonce.connective",8
"cross","moke","pif",1,"","s1043",392,"nonce.connective",9
"cross","wug","jeev",1,"","s1043",392,"nonce.connective",10
"cross","moke","thite",1,"","s1043",392,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s1043",392,"nonce.connective",12
"cross","dex","jeev",1,"","s1043",392,"nonce.connective",13
"cross","wug","pif",1,"","s1043",392,"nonce.connective",14
"within","moke","dex",5,"","s1043",392,"nonce.connective",15
"within","jeev","thite",5,"","s1043",392,"nonce.connective",16
"within","wug","dex",5,"","s1043",392,"nonce.connective",17
"within","dex","jiv",4,"","s1044",126,"2/3",1
"within","moke","pif",3,"","s1044",126,"2/3",2
"cross","wug","dex",1,"","s1044",126,"2/3",3
"cross","pif","thite",1,"","s1044",126,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s1044",126,"2/3",5
"cross","moke","jiv",1,"","s1044",126,"2/3",6
"within","thite","dex",4,"","s1044",126,"2/3",7
"cross","wug","jiv",3,"","s1044",126,"2/3",8
"cross","pif","dex",1,"","s1044",126,"2/3",9
"cross","moke","thite",1,"","s1044",126,"2/3",10
"cross","pif","jiv",4,"","s1044",126,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1044",126,"2/3",12
"cross","wug","thite",1,"","s1044",126,"2/3",13
"cross","moke","dex",1,"","s1044",126,"2/3",14
"within","pif","wug",5,"","s1044",126,"2/3",15
"within","thite","jiv",1,"","s1044",126,"2/3",16
"within","moke","wug",5,"","s1044",126,"2/3",17
"within","wug","thite",2,"","s1045",126,"1/3",1
"within","jiv","dex",4,"","s1045",126,"1/3",2
"cross","moke","wug",3,"","s1045",126,"1/3",3
"cross","dex","pif",4,"","s1045",126,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s1045",126,"1/3",5
"cross","jiv","thite",2,"","s1045",126,"1/3",6
"within","pif","wug",4,"","s1045",126,"1/3",7
"cross","moke","thite",4,"","s1045",126,"1/3",8
"cross","dex","wug",4,"","s1045",126,"1/3",9
"cross","jiv","pif",4,"","s1045",126,"1/3",10
"cross","dex","thite",2,"","s1045",126,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1045",126,"1/3",12
"cross","moke","pif",4,"","s1045",126,"1/3",13
"cross","jiv","wug",4,"","s1045",126,"1/3",14
"within","dex","moke",3,"","s1045",126,"1/3",15
"within","pif","thite",2,"","s1045",126,"1/3",16
"within","jiv","moke",3,"","s1045",126,"1/3",17
"within","moke","wug",3,"","s1046",196,"0/3",1
"within","pif","dex",1,"","s1046",196,"0/3",2
"cross","jiv","moke",1,"","s1046",196,"0/3",3
"cross","dex","thite",2,"","s1046",196,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1046",196,"0/3",5
"cross","pif","wug",1,"","s1046",196,"0/3",6
"within","thite","moke",1,"","s1046",196,"0/3",7
"cross","jiv","wug",2,"","s1046",196,"0/3",8
"cross","dex","moke",1,"","s1046",196,"0/3",9
"cross","pif","thite",2,"","s1046",196,"0/3",10
"cross","dex","wug",2,"","s1046",196,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1046",196,"0/3",12
"cross","jiv","thite",3,"","s1046",196,"0/3",13
"cross","pif","moke",2,"","s1046",196,"0/3",14
"within","dex","jiv",2,"","s1046",196,"0/3",15
"within","thite","wug",2,"","s1046",196,"0/3",16
"within","pif","jiv",4,"","s1046",196,"0/3",17
"within","dex","thite",5,"","s1047",56,"2/3",1
"within","pif","wug",3,"","s1047",56,"2/3",2
"cross","moke","dex",1,"","s1047",56,"2/3",3
"cross","wug","jiv",1,"","s1047",56,"2/3",4
"catch",NA,NA,3,"How much is five minus two?","s1047",56,"2/3",5
"cross","pif","thite",2,"","s1047",56,"2/3",6
"within","jiv","dex",5,"","s1047",56,"2/3",7
"cross","moke","thite",2,"","s1047",56,"2/3",8
"cross","wug","dex",1,"","s1047",56,"2/3",9
"cross","pif","jiv",3,"","s1047",56,"2/3",10
"cross","wug","thite",1,"","s1047",56,"2/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1047",56,"2/3",12
"cross","moke","jiv",3,"","s1047",56,"2/3",13
"cross","pif","dex",4,"","s1047",56,"2/3",14
"within","wug","moke",2,"","s1047",56,"2/3",15
"within","jiv","thite",5,"","s1047",56,"2/3",16
"within","pif","moke",5,"","s1047",56,"2/3",17
"within","moke","jeev",2,"","s1048",56,"0/3",1
"within","thite","wug",1,"","s1048",56,"0/3",2
"cross","dex","moke",2,"","s1048",56,"0/3",3
"cross","wug","pif",3,"","s1048",56,"0/3",4
"catch",NA,NA,3,"How much is five minus two?","s1048",56,"0/3",5
"cross","thite","jeev",2,"","s1048",56,"0/3",6
"within","pif","moke",3,"","s1048",56,"0/3",7
"cross","dex","jeev",2,"","s1048",56,"0/3",8
"cross","wug","moke",4,"","s1048",56,"0/3",9
"cross","thite","pif",1,"","s1048",56,"0/3",10
"cross","wug","jeev",1,"","s1048",56,"0/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1048",56,"0/3",12
"cross","dex","pif",1,"","s1048",56,"0/3",13
"cross","thite","moke",2,"","s1048",56,"0/3",14
"within","wug","dex",1,"","s1048",56,"0/3",15
"within","pif","jeev",2,"","s1048",56,"0/3",16
"within","thite","dex",1,"","s1048",56,"0/3",17
"within","dex","jeev",1,"","s1049",196,"3/3",1
"within","wug","moke",1,"","s1049",196,"3/3",2
"cross","thite","dex",1,"","s1049",196,"3/3",3
"cross","moke","pif",1,"","s1049",196,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s1049",196,"3/3",5
"cross","wug","jeev",2,"","s1049",196,"3/3",6
"within","pif","dex",1,"","s1049",196,"3/3",7
"cross","thite","jeev",1,"","s1049",196,"3/3",8
"cross","moke","dex",1,"","s1049",196,"3/3",9
"cross","wug","pif",1,"","s1049",196,"3/3",10
"cross","moke","jeev",1,"","s1049",196,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1049",196,"3/3",12
"cross","thite","pif",1,"","s1049",196,"3/3",13
"cross","wug","dex",1,"","s1049",196,"3/3",14
"within","moke","thite",1,"","s1049",196,"3/3",15
"within","pif","jeev",1,"","s1049",196,"3/3",16
"within","wug","thite",1,"","s1049",196,"3/3",17
"within","thite","pif",1,"","s1050",56,"nonce.connective",1
"within","wug","dex",4,"","s1050",56,"nonce.connective",2
"cross","jeev","thite",4,"","s1050",56,"nonce.connective",3
"cross","dex","moke",1,"","s1050",56,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s1050",56,"nonce.connective",5
"cross","wug","pif",1,"","s1050",56,"nonce.connective",6
"within","moke","thite",2,"","s1050",56,"nonce.connective",7
"cross","jeev","pif",1,"","s1050",56,"nonce.connective",8
"cross","dex","thite",2,"","s1050",56,"nonce.connective",9
"cross","wug","moke",2,"","s1050",56,"nonce.connective",10
"cross","dex","pif",4,"","s1050",56,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s1050",56,"nonce.connective",12
"cross","jeev","moke",2,"","s1050",56,"nonce.connective",13
"cross","wug","thite",1,"","s1050",56,"nonce.connective",14
"within","dex","jeev",2,"","s1050",56,"nonce.connective",15
"within","moke","pif",5,"","s1050",56,"nonce.connective",16
"within","wug","jeev",2,"","s1050",56,"nonce.connective",17
"within","moke","wug",1,"","s1051",56,"nonce.connective",1
"within","jeev","pif",1,"","s1051",56,"nonce.connective",2
"cross","thite","moke",1,"","s1051",56,"nonce.connective",3
"cross","pif","dex",1,"","s1051",56,"nonce.connective",4
"catch",NA,NA,3,"How much is five minus two?","s1051",56,"nonce.connective",5
"cross","jeev","wug",1,"","s1051",56,"nonce.connective",6
"within","dex","moke",1,"","s1051",56,"nonce.connective",7
"cross","thite","wug",1,"","s1051",56,"nonce.connective",8
"cross","pif","moke",1,"","s1051",56,"nonce.connective",9
"cross","jeev","dex",1,"","s1051",56,"nonce.connective",10
"cross","pif","wug",1,"","s1051",56,"nonce.connective",11
"catch",NA,NA,1,"How much is one plus zero?","s1051",56,"nonce.connective",12
"cross","thite","dex",1,"","s1051",56,"nonce.connective",13
"cross","jeev","moke",1,"","s1051",56,"nonce.connective",14
"within","pif","thite",1,"","s1051",56,"nonce.connective",15
"within","dex","wug",1,"","s1051",56,"nonce.connective",16
"within","jeev","thite",1,"","s1051",56,"nonce.connective",17
"within","dex","jiv",3,"","s1052",126,"3/3",1
"within","thite","pif",3,"","s1052",126,"3/3",2
"cross","moke","dex",4,"","s1052",126,"3/3",3
"cross","pif","wug",3,"","s1052",126,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s1052",126,"3/3",5
"cross","thite","jiv",3,"","s1052",126,"3/3",6
"within","wug","dex",4,"","s1052",126,"3/3",7
"cross","moke","jiv",3,"","s1052",126,"3/3",8
"cross","pif","dex",3,"","s1052",126,"3/3",9
"cross","thite","wug",3,"","s1052",126,"3/3",10
"cross","pif","jiv",3,"","s1052",126,"3/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1052",126,"3/3",12
"cross","moke","wug",4,"","s1052",126,"3/3",13
"cross","thite","dex",3,"","s1052",126,"3/3",14
"within","pif","moke",3,"","s1052",126,"3/3",15
"within","wug","jiv",3,"","s1052",126,"3/3",16
"within","thite","moke",3,"","s1052",126,"3/3",17
"within","jiv","thite",4,"","s1053",56,"1/3",1
"within","moke","wug",4,"","s1053",56,"1/3",2
"cross","pif","jiv",4,"","s1053",56,"1/3",3
"cross","wug","dex",3,"","s1053",56,"1/3",4
"catch",NA,NA,3,"How much is five minus two?","s1053",56,"1/3",5
"cross","moke","thite",4,"","s1053",56,"1/3",6
"within","dex","jiv",4,"","s1053",56,"1/3",7
"cross","pif","thite",4,"","s1053",56,"1/3",8
"cross","wug","jiv",3,"","s1053",56,"1/3",9
"cross","moke","dex",3,"","s1053",56,"1/3",10
"cross","wug","thite",4,"","s1053",56,"1/3",11
"catch",NA,NA,1,"How much is one plus zero?","s1053",56,"1/3",12
"cross","pif","dex",4,"","s1053",56,"1/3",13
"cross","moke","jiv",4,"","s1053",56,"1/3",14
"within","wug","pif",3,"","s1053",56,"1/3",15
"within","dex","thite",3,"","s1053",56,"1/3",16
"within","moke","pif",3,"","s1053",56,"1/3",17
"within","dex","wug",2,"","s1054",392,"semantic.baseline",1
"within","pif","jiv",4,"","s1054",392,"semantic.baseline",2
"cross","moke","dex",2,"","s1054",392,"semantic.baseline",3
"cross","jiv","thite",2,"","s1054",392,"semantic.baseline",4
"catch",NA,NA,3,"How much is five minus two?","s1054",392,"semantic.baseline",5
"cross","pif","wug",2,"","s1054",392,"semantic.baseline",6
"within","thite","dex",2,"","s1054",392,"semantic.baseline",7
"cross","moke","wug",2,"","s1054",392,"semantic.baseline",8
"cross","jiv","dex",3,"","s1054",392,"semantic.baseline",9
"cross","pif","thite",3,"","s1054",392,"semantic.baseline",10
"cross","jiv","wug",1,"","s1054",392,"semantic.baseline",11
"catch",NA,NA,1,"How much is one plus zero?","s1054",392,"semantic.baseline",12
"cross","moke","thite",1,"","s1054",392,"semantic.baseline",13
"cross","pif","dex",2,"","s1054",392,"semantic.baseline",14
"within","jiv","moke",2,"","s1054",392,"semantic.baseline",15
"within","thite","wug",1,"","s1054",392,"semantic.baseline",16
"within","pif","moke",2,"","s1054",392,"semantic.baseline",17
"within","wug","moke",2,"","s1055",392,"rime",1
"within","jeev","pif",1,"","s1055",392,"rime",2
"cross","dex","wug",3,"","s1055",392,"rime",3
"cross","pif","thite",4,"","s1055",392,"rime",4
"catch",NA,NA,3,"How much is five minus two?","s1055",392,"rime",5
"cross","jeev","moke",4,"","s1055",392,"rime",6
"within","thite","wug",3,"","s1055",392,"rime",7
"cross","dex","moke",2,"","s1055",392,"rime",8
"cross","pif","wug",4,"","s1055",392,"rime",9
"cross","jeev","thite",4,"","s1055",392,"rime",10
"cross","pif","moke",2,"","s1055",392,"rime",11
"catch",NA,NA,1,"How much is one plus zero?","s1055",392,"rime",12
"cross","dex","thite",4,"","s1055",392,"rime",13
"cross","jeev","wug",3,"","s1055",392,"rime",14
"within","pif","dex",2,"","s1055",392,"rime",15
"within","thite","moke",3,"","s1055",392,"rime",16
"within","jeev","dex",4,"","s1055",392,"rime",17
"within","moke","pif",4,"","s1056",56,"rime",1
"within","jeev","wug",2,"","s1056",56,"rime",2
"cross","thite","moke",4,"","s1056",56,"rime",3
"cross","wug","dex",4,"","s1056",56,"rime",4
"catch",NA,NA,1,"How much is five minus two?","s1056",56,"rime",5
"cross","jeev","pif",3,"","s1056",56,"rime",6
"within","dex","moke",5,"","s1056",56,"rime",7
"cross","thite","pif",3,"","s1056",56,"rime",8
"cross","wug","moke",1,"","s1056",56,"rime",9
"cross","jeev","dex",4,"","s1056",56,"rime",10
"cross","wug","pif",3,"","s1056",56,"rime",11
"catch",NA,NA,1,"How much is one plus zero?","s1056",56,"rime",12
"cross","thite","dex",3,"","s1056",56,"rime",13
"cross","jeev","moke",3,"","s1056",56,"rime",14
"within","wug","thite",2,"","s1056",56,"rime",15
"within","dex","pif",4,"","s1056",56,"rime",16
"within","jeev","thite",3,"","s1056",56,"rime",17
"within","jeev","wug",5,"","s1057",392,"syllables",1
"within","pif","dex",5,"","s1057",392,"syllables",2
"cross","moke","jeev",1,"","s1057",392,"syllables",3
"cross","dex","thite",1,"","s1057",392,"syllables",4
"catch",NA,NA,3,"How much is five minus two?","s1057",392,"syllables",5
"cross","pif","wug",1,"","s1057",392,"syllables",6
"within","thite","jeev",5,"","s1057",392,"syllables",7
"cross","moke","wug",1,"","s1057",392,"syllables",8
"cross","dex","jeev",1,"","s1057",392,"syllables",9
"cross","pif","thite",1,"","s1057",392,"syllables",10
"cross","dex","wug",1,"","s1057",392,"syllables",11
"catch",NA,NA,1,"How much is one plus zero?","s1057",392,"syllables",12
"cross","moke","thite",1,"","s1057",392,"syllables",13
"cross","pif","jeev",1,"","s1057",392,"syllables",14
"within","dex","moke",5,"","s1057",392,"syllables",15
"within","thite","wug",5,"","s1057",392,"syllables",16
"within","pif","moke",5,"","s1057",392,"syllables",17
"within","dex","moke",5,"","s1058",56,"3/3",1
"within","thite","pif",4,"","s1058",56,"3/3",2
"cross","wug","dex",1,"","s1058",56,"3/3",3
"cross","pif","jiv",1,"","s1058",56,"3/3",4
"catch",NA,NA,3,"How much is five minus two?","s1058",56,"3/3",5
