"animal","vehicle","animalFirst","cluster","response","match","subj","exposures","coherence","word"
"bear","train",0,"t1","bear",1,"s0980",56,"onset","dex"
"goldfish","plane",1,"t2","plane",1,"s0980",56,"onset","wug"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s0980",56,"onset","jiv"
"mouse","bicycle",1,"t1","mouse",1,"s0980",56,"onset","pif"
"horse","boat",0,"t1","boat",0,"s0980",56,"onset","moke"
"rabbit","motorcycle",1,"t2","rabbit",0,"s0981",56,"rime","wug"
"goldfish","plane",0,"t2","plane",1,"s0981",56,"rime","thite"
"horse","bicycle",1,"t1","horse",1,"s0981",56,"rime","pif"
"mouse","boat",0,"t1","mouse",1,"s0981",56,"rime","dex"
"bear","train",0,"t2","train",1,"s0981",56,"rime","moke"
"sheep","van",1,"t1","sheep",1,"s0981",56,"rime","jeev"
"goldfish","bicycle",1,"t2","goldfish",0,"s0982",126,"1/3","wug"
"rabbit","motorcycle",1,"t1","motorcycle",0,"s0982",126,"1/3","thite"
"sheep","boat",1,"t2","sheep",0,"s0982",126,"1/3","jiv"
"bear","van",0,"t1","van",0,"s0982",126,"1/3","moke"
"horse","train",0,"t1","horse",1,"s0982",126,"1/3","dex"
"mouse","plane",0,"t2","mouse",0,"s0982",126,"1/3","pif"
"horse","plane",0,"t1","horse",1,"s0983",126,"rime","pif"
"mouse","boat",1,"t1","boat",0,"s0983",126,"rime","wug"
"goldfish","train",0,"t2","goldfish",0,"s0983",126,"rime","dex"
"bear","motorcycle",0,"t1","motorcycle",0,"s0983",126,"rime","moke"
"sheep","van",1,"t2","van",1,"s0983",126,"rime","thite"
"rabbit","bicycle",1,"t2","bicycle",1,"s0983",126,"rime","jeev"
"goldfish","train",0,"t2","train",1,"s0984",56,"2/3","dex"
"bear","boat",1,"t1","boat",0,"s0984",56,"2/3","jiv"
"horse","bicycle",1,"t2","bicycle",1,"s0984",56,"2/3","pif"
"rabbit","van",0,"t1","van",0,"s0984",56,"2/3","wug"
"sheep","motorcycle",0,"t2","motorcycle",1,"s0984",56,"2/3","moke"
"mouse","plane",1,"t1","mouse",1,"s0984",56,"2/3","thite"
"horse","van",1,"t1","horse",1,"s0985",196,"rime","moke"
"bear","boat",1,"t2","bear",0,"s0985",196,"rime","wug"
"sheep","motorcycle",0,"t1","motorcycle",0,"s0985",196,"rime","jeev"
"mouse","train",1,"t2","mouse",0,"s0985",196,"rime","dex"
"rabbit","bicycle",0,"t2","rabbit",0,"s0985",196,"rime","thite"
"goldfish","plane",0,"t1","goldfish",1,"s0985",196,"rime","pif"
"goldfish","motorcycle",1,"t2","goldfish",0,"s0986",56,"1/3","wug"
"horse","bicycle",0,"t1","horse",1,"s0986",56,"1/3","dex"
"rabbit","train",1,"t1","rabbit",1,"s0986",56,"1/3","thite"
"bear","plane",1,"t2","bear",0,"s0986",56,"1/3","moke"
"mouse","boat",0,"t2","mouse",0,"s0986",56,"1/3","pif"
"sheep","van",0,"t1","van",0,"s0986",56,"1/3","jiv"
"horse","van",1,"t1","van",0,"s0987",56,"semantic.baseline","moke"
"sheep","train",1,"t1","sheep",1,"s0987",56,"semantic.baseline","dex"
"mouse","motorcycle",1,"t2","motorcycle",1,"s0987",56,"semantic.baseline","thite"
"goldfish","bicycle",0,"t2","goldfish",0,"s0987",56,"semantic.baseline","wug"
"rabbit","plane",0,"t1","rabbit",1,"s0987",56,"semantic.baseline","pif"
"bear","boat",0,"t2","bear",0,"s0987",56,"semantic.baseline","jiv"
"mouse","bicycle",0,"t1","mouse",1,"s0988",126,"3/3","jiv"
"bear","van",1,"t2","van",1,"s0988",126,"3/3","dex"
"horse","train",1,"t1","horse",1,"s0988",126,"3/3","pif"
"sheep","plane",1,"t1","sheep",1,"s0988",126,"3/3","moke"
"rabbit","motorcycle",0,"t2","rabbit",0,"s0988",126,"3/3","wug"
"goldfish","boat",0,"t2","goldfish",0,"s0988",126,"3/3","thite"
"sheep","bicycle",1,"t2","sheep",0,"s0989",56,"3/3","dex"
"goldfish","train",0,"t2","train",1,"s0989",56,"3/3","pif"
"horse","van",0,"t1","van",0,"s0989",56,"3/3","moke"
"rabbit","plane",0,"t2","plane",1,"s0989",56,"3/3","wug"
"mouse","boat",1,"t1","mouse",1,"s0989",56,"3/3","jeev"
"bear","motorcycle",1,"t1","bear",1,"s0989",56,"3/3","thite"
"mouse","van",1,"t2","mouse",0,"s0990",196,"1/3","thite"
"sheep","motorcycle",0,"t2","sheep",0,"s0990",196,"1/3","pif"
"bear","bicycle",0,"t1","bicycle",0,"s0990",196,"1/3","wug"
"rabbit","train",1,"t2","train",1,"s0990",196,"1/3","jiv"
"horse","boat",1,"t1","horse",1,"s0990",196,"1/3","dex"
"goldfish","plane",0,"t1","plane",0,"s0990",196,"1/3","moke"
"rabbit","bicycle",0,"t2","bicycle",1,"s0991",196,"syllables","moke"
"sheep","train",1,"t1","train",0,"s0991",196,"syllables","dex"
"goldfish","plane",1,"t1","goldfish",1,"s0991",196,"syllables","pif"
"mouse","van",0,"t2","mouse",0,"s0991",196,"syllables","jeev"
"bear","boat",1,"t1","bear",1,"s0991",196,"syllables","thite"
"horse","motorcycle",0,"t2","horse",0,"s0991",196,"syllables","wug"
"horse","train",1,"t2","train",1,"s0992",392,"semantic.baseline","thite"
"bear","plane",0,"t2","plane",1,"s0992",392,"semantic.baseline","jiv"
"sheep","bicycle",0,"t1","bicycle",0,"s0992",392,"semantic.baseline","wug"
"mouse","motorcycle",1,"t2","mouse",0,"s0992",392,"semantic.baseline","dex"
"goldfish","boat",0,"t1","goldfish",1,"s0992",392,"semantic.baseline","pif"
"rabbit","van",1,"t1","van",0,"s0992",392,"semantic.baseline","moke"
"bear","bicycle",1,"t1","bear",1,"s0993",196,"1/3","moke"
"goldfish","plane",1,"t1","goldfish",1,"s0993",196,"1/3","thite"
"mouse","train",0,"t1","mouse",1,"s0993",196,"1/3","wug"
"rabbit","van",0,"t2","van",1,"s0993",196,"1/3","pif"
"horse","boat",0,"t2","horse",0,"s0993",196,"1/3","jiv"
"sheep","motorcycle",1,"t2","motorcycle",1,"s0993",196,"1/3","dex"
"mouse","boat",0,"t2","boat",1,"s0994",392,"rime","pif"
"bear","train",1,"t1","bear",1,"s0994",392,"rime","jeev"
"goldfish","motorcycle",0,"t1","goldfish",1,"s0994",392,"rime","dex"
"sheep","bicycle",1,"t1","sheep",1,"s0994",392,"rime","thite"
"rabbit","plane",1,"t2","plane",1,"s0994",392,"rime","wug"
"horse","van",0,"t2","van",1,"s0994",392,"rime","moke"
"rabbit","boat",0,"t1","rabbit",1,"s0995",392,"syllables","jeev"
"goldfish","train",0,"t2","goldfish",0,"s0995",392,"syllables","wug"
"mouse","bicycle",1,"t2","mouse",0,"s0995",392,"syllables","moke"
"bear","van",1,"t1","van",0,"s0995",392,"syllables","thite"
"horse","plane",0,"t1","plane",0,"s0995",392,"syllables","dex"
"sheep","motorcycle",1,"t2","motorcycle",1,"s0995",392,"syllables","pif"
"mouse","plane",0,"t2","mouse",0,"s0996",196,"nonce.connective","moke"
"sheep","train",0,"t1","sheep",1,"s0996",196,"nonce.connective","dex"
"rabbit","bicycle",1,"t1","rabbit",1,"s0996",196,"nonce.connective","wug"
"bear","motorcycle",0,"t1","bear",1,"s0996",196,"nonce.connective","pif"
"horse","boat",1,"t2","horse",0,"s0996",196,"nonce.connective","thite"
"goldfish","van",1,"t2","van",1,"s0996",196,"nonce.connective","jeev"
"mouse","motorcycle",1,"t2","mouse",0,"s0997",56,"rime","moke"
"bear","boat",1,"t1","bear",1,"s0997",56,"rime","dex"
"rabbit","plane",1,"t1","rabbit",1,"s0997",56,"rime","thite"
"sheep","train",0,"t1","sheep",1,"s0997",56,"rime","wug"
"horse","bicycle",0,"t2","bicycle",1,"s0997",56,"rime","jeev"
"goldfish","van",0,"t2","goldfish",0,"s0997",56,"rime","pif"
"goldfish","boat",1,"t2","boat",1,"s0998",126,"3/3","pif"
"sheep","train",0,"t1","sheep",1,"s0998",126,"3/3","wug"
"horse","bicycle",1,"t2","horse",0,"s0998",126,"3/3","dex"
"mouse","van",1,"t1","mouse",1,"s0998",126,"3/3","thite"
"rabbit","plane",0,"t1","plane",0,"s0998",126,"3/3","moke"
"bear","motorcycle",0,"t2","motorcycle",1,"s0998",126,"3/3","jiv"
"sheep","train",1,"t2","sheep",0,"s0999",56,"syllables","thite"
"bear","van",1,"t1","van",0,"s0999",56,"syllables","dex"
"horse","boat",1,"t2","horse",0,"s0999",56,"syllables","moke"
"mouse","motorcycle",0,"t1","mouse",1,"s0999",56,"syllables","wug"
"goldfish","plane",0,"t1","plane",0,"s0999",56,"syllables","pif"
"rabbit","bicycle",0,"t2","bicycle",1,"s0999",56,"syllables","jeev"
"mouse","van",0,"t1","mouse",1,"s1000",126,"3/3","thite"
"horse","boat",0,"t1","boat",0,"s1000",126,"3/3","pif"
"bear","plane",1,"t2","plane",1,"s1000",126,"3/3","wug"
"goldfish","train",1,"t2","train",1,"s1000",126,"3/3","jiv"
"sheep","bicycle",0,"t2","sheep",0,"s1000",126,"3/3","dex"
"rabbit","motorcycle",1,"t1","rabbit",1,"s1000",126,"3/3","moke"
"mouse","boat",0,"t2","boat",1,"s1001",392,"syllables","pif"
"sheep","motorcycle",1,"t1","motorcycle",0,"s1001",392,"syllables","thite"
"bear","plane",1,"t2","plane",1,"s1001",392,"syllables","dex"
"goldfish","bicycle",0,"t2","bicycle",1,"s1001",392,"syllables","wug"
"rabbit","train",0,"t1","train",0,"s1001",392,"syllables","jeev"
"horse","van",1,"t1","van",0,"s1001",392,"syllables","moke"
"horse","boat",0,"t2","boat",1,"s1002",392,"1/3","thite"
"bear","bicycle",1,"t1","bicycle",0,"s1002",392,"1/3","jiv"
"sheep","plane",1,"t2","sheep",0,"s1002",392,"1/3","dex"
"rabbit","train",0,"t2","rabbit",0,"s1002",392,"1/3","moke"
"mouse","van",1,"t1","mouse",1,"s1002",392,"1/3","wug"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s1002",392,"1/3","pif"
"mouse","bicycle",0,"t2","bicycle",1,"s1003",196,"nonce.connective","wug"
"rabbit","train",1,"t2","train",1,"s1003",196,"nonce.connective","dex"
"goldfish","plane",1,"t2","goldfish",0,"s1003",196,"nonce.connective","pif"
"bear","van",0,"t1","van",0,"s1003",196,"nonce.connective","moke"
"sheep","motorcycle",1,"t1","motorcycle",0,"s1003",196,"nonce.connective","thite"
"horse","boat",0,"t1","horse",1,"s1003",196,"nonce.connective","jeev"
"goldfish","plane",1,"t1","plane",0,"s1004",196,"semantic.baseline","pif"
"bear","train",1,"t1","bear",1,"s1004",196,"semantic.baseline","thite"
"horse","bicycle",0,"t2","bicycle",1,"s1004",196,"semantic.baseline","dex"
"rabbit","van",0,"t2","rabbit",0,"s1004",196,"semantic.baseline","moke"
"sheep","boat",1,"t1","sheep",1,"s1004",196,"semantic.baseline","jiv"
"mouse","motorcycle",0,"t2","mouse",0,"s1004",196,"semantic.baseline","wug"
"horse","bicycle",0,"t2","horse",0,"s1005",196,"nonce.connective","jeev"
"sheep","train",0,"t1","train",0,"s1005",196,"nonce.connective","moke"
"bear","van",0,"t2","van",1,"s1005",196,"nonce.connective","thite"
"rabbit","boat",1,"t1","rabbit",1,"s1005",196,"nonce.connective","dex"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1005",196,"nonce.connective","wug"
"mouse","plane",1,"t2","mouse",0,"s1005",196,"nonce.connective","pif"
"mouse","van",0,"t2","van",1,"s1006",196,"3/3","pif"
"rabbit","bicycle",1,"t1","rabbit",1,"s1006",196,"3/3","wug"
"bear","train",1,"t1","bear",1,"s1006",196,"3/3","dex"
"horse","boat",0,"t2","horse",0,"s1006",196,"3/3","jiv"
"sheep","motorcycle",0,"t2","motorcycle",1,"s1006",196,"3/3","thite"
"goldfish","plane",1,"t1","goldfish",1,"s1006",196,"3/3","moke"
"bear","plane",1,"t1","bear",1,"s1007",196,"nonce.connective","dex"
"horse","motorcycle",0,"t2","motorcycle",1,"s1007",196,"nonce.connective","wug"
"sheep","van",1,"t1","sheep",1,"s1007",196,"nonce.connective","thite"
"rabbit","boat",0,"t2","boat",1,"s1007",196,"nonce.connective","jeev"
"goldfish","train",1,"t2","train",1,"s1007",196,"nonce.connective","pif"
"mouse","bicycle",0,"t1","mouse",1,"s1007",196,"nonce.connective","moke"
"sheep","plane",0,"t2","plane",1,"s1008",126,"0/3","jiv"
"horse","bicycle",1,"t1","horse",1,"s1008",126,"0/3","thite"
"bear","train",0,"t1","bear",1,"s1008",126,"0/3","moke"
"rabbit","boat",1,"t2","rabbit",0,"s1008",126,"0/3","wug"
"goldfish","van",0,"t2","van",1,"s1008",126,"0/3","pif"
"mouse","motorcycle",1,"t1","motorcycle",0,"s1008",126,"0/3","dex"
"bear","van",0,"t1","van",0,"s1009",126,"1/3","thite"
"rabbit","bicycle",0,"t2","rabbit",0,"s1009",126,"1/3","pif"
"mouse","boat",1,"t2","boat",1,"s1009",126,"1/3","wug"
"goldfish","train",1,"t1","goldfish",1,"s1009",126,"1/3","jiv"
"sheep","plane",0,"t2","plane",1,"s1009",126,"1/3","dex"
"horse","motorcycle",1,"t1","horse",1,"s1009",126,"1/3","moke"
"mouse","motorcycle",1,"t1","mouse",1,"s1010",196,"0/3","pif"
"rabbit","boat",0,"t1","rabbit",1,"s1010",196,"0/3","wug"
"horse","train",1,"t2","train",1,"s1010",196,"0/3","jeev"
"bear","van",1,"t1","van",0,"s1010",196,"0/3","moke"
"sheep","plane",0,"t2","plane",1,"s1010",196,"0/3","dex"
"goldfish","bicycle",0,"t2","goldfish",0,"s1010",196,"0/3","thite"
"goldfish","plane",1,"t2","goldfish",0,"s1011",56,"2/3","jiv"
"mouse","train",0,"t2","train",1,"s1011",56,"2/3","moke"
"horse","bicycle",0,"t1","bicycle",0,"s1011",56,"2/3","wug"
"sheep","boat",0,"t2","sheep",0,"s1011",56,"2/3","thite"
"bear","motorcycle",1,"t1","bear",1,"s1011",56,"2/3","pif"
"rabbit","van",1,"t1","van",0,"s1011",56,"2/3","dex"
"sheep","boat",0,"t1","boat",0,"s1012",196,"3/3","jeev"
"goldfish","bicycle",0,"t2","bicycle",1,"s1012",196,"3/3","moke"
"bear","plane",1,"t2","plane",1,"s1012",196,"3/3","pif"
"rabbit","van",1,"t1","rabbit",1,"s1012",196,"3/3","thite"
"horse","train",0,"t2","horse",0,"s1012",196,"3/3","wug"
"mouse","motorcycle",1,"t1","mouse",1,"s1012",196,"3/3","dex"
"horse","bicycle",0,"t2","bicycle",1,"s1013",196,"3/3","thite"
"sheep","van",0,"t2","van",1,"s1013",196,"3/3","wug"
"bear","plane",1,"t1","bear",1,"s1013",196,"3/3","moke"
"mouse","motorcycle",1,"t1","mouse",1,"s1013",196,"3/3","jiv"
"rabbit","train",0,"t1","rabbit",1,"s1013",196,"3/3","pif"
"goldfish","boat",1,"t2","boat",1,"s1013",196,"3/3","dex"
"horse","bicycle",0,"t1","horse",1,"s1014",56,"onset","wug"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1014",56,"onset","moke"
"sheep","train",0,"t2","train",1,"s1014",56,"onset","thite"
"bear","van",0,"t2","van",1,"s1014",56,"onset","pif"
"rabbit","boat",1,"t1","boat",0,"s1014",56,"onset","jiv"
"mouse","plane",1,"t2","plane",1,"s1014",56,"onset","dex"
"rabbit","plane",1,"t1","rabbit",1,"s1015",126,"0/3","dex"
"goldfish","bicycle",1,"t2","goldfish",0,"s1015",126,"0/3","jiv"
"horse","motorcycle",0,"t2","horse",0,"s1015",126,"0/3","thite"
"bear","van",1,"t1","van",0,"s1015",126,"0/3","wug"
"sheep","boat",0,"t1","boat",0,"s1015",126,"0/3","moke"
"mouse","train",0,"t2","mouse",0,"s1015",126,"0/3","pif"
"horse","train",1,"t2","horse",0,"s1016",196,"syllables","thite"
"rabbit","van",1,"t2","rabbit",0,"s1016",196,"syllables","moke"
"sheep","boat",0,"t1","sheep",1,"s1016",196,"syllables","wug"
"mouse","motorcycle",0,"t1","motorcycle",0,"s1016",196,"syllables","pif"
"bear","plane",1,"t2","plane",1,"s1016",196,"syllables","jeev"
"goldfish","bicycle",0,"t1","goldfish",1,"s1016",196,"syllables","dex"
"mouse","bicycle",0,"t1",NA,NA,"s1017",196,"rime","thite"
"goldfish","boat",1,"t2","goldfish",0,"s1017",196,"rime","pif"
"rabbit","train",1,"t1","train",0,"s1017",196,"rime","moke"
"bear","motorcycle",0,"t1","motorcycle",0,"s1017",196,"rime","jeev"
"horse","van",0,"t2","van",1,"s1017",196,"rime","wug"
"sheep","plane",1,"t2","sheep",0,"s1017",196,"rime","dex"
"mouse","plane",1,"t1","plane",0,"s1018",126,"0/3","dex"
"rabbit","van",0,"t2","van",1,"s1018",126,"0/3","jiv"
"bear","bicycle",0,"t1","bicycle",0,"s1018",126,"0/3","pif"
"sheep","boat",1,"t2","sheep",0,"s1018",126,"0/3","wug"
"horse","train",1,"t1","train",0,"s1018",126,"0/3","thite"
"goldfish","motorcycle",0,"t2","motorcycle",1,"s1018",126,"0/3","moke"
"sheep","bicycle",1,"t2","sheep",0,"s1019",56,"0/3","pif"
"mouse","train",1,"t1","train",0,"s1019",56,"0/3","jeev"
"rabbit","motorcycle",0,"t1","rabbit",1,"s1019",56,"0/3","moke"
"bear","van",1,"t1","bear",1,"s1019",56,"0/3","wug"
"horse","boat",0,"t2","boat",1,"s1019",56,"0/3","dex"
"goldfish","plane",0,"t2","plane",1,"s1019",56,"0/3","thite"
"sheep","van",0,"t2","sheep",0,"s1020",56,"semantic.baseline","moke"
"goldfish","plane",1,"t2","plane",1,"s1020",56,"semantic.baseline","pif"
"bear","bicycle",0,"t1","bicycle",0,"s1020",56,"semantic.baseline","thite"
"horse","train",1,"t1","horse",1,"s1020",56,"semantic.baseline","dex"
"mouse","motorcycle",1,"t1","mouse",1,"s1020",56,"semantic.baseline","wug"
"rabbit","boat",0,"t2","boat",1,"s1020",56,"semantic.baseline","jiv"
"mouse","motorcycle",0,"t1","mouse",1,"s1021",126,"0/3","wug"
"sheep","bicycle",1,"t2","bicycle",1,"s1021",126,"0/3","jiv"
"horse","train",0,"t2","train",1,"s1021",126,"0/3","thite"
"goldfish","plane",1,"t2","plane",1,"s1021",126,"0/3","dex"
"rabbit","van",0,"t1","van",0,"s1021",126,"0/3","pif"
"bear","boat",1,"t1","bear",1,"s1021",126,"0/3","moke"
"goldfish","plane",0,"t2","goldfish",0,"s1022",56,"semantic.baseline","jiv"
"mouse","motorcycle",1,"t2","mouse",0,"s1022",56,"semantic.baseline","thite"
"sheep","train",1,"t1","sheep",1,"s1022",56,"semantic.baseline","pif"
"horse","van",1,"t2","horse",0,"s1022",56,"semantic.baseline","wug"
"bear","bicycle",0,"t1","bicycle",0,"s1022",56,"semantic.baseline","dex"
"rabbit","boat",0,"t1","rabbit",1,"s1022",56,"semantic.baseline","moke"
"bear","motorcycle",0,"t1","motorcycle",0,"s1023",126,"nonce.connective","moke"
"rabbit","train",1,"t2","train",1,"s1023",126,"nonce.connective","wug"
"sheep","van",0,"t2","van",1,"s1023",126,"nonce.connective","jeev"
"horse","bicycle",1,"t2","bicycle",1,"s1023",126,"nonce.connective","thite"
"goldfish","boat",0,"t1","goldfish",1,"s1023",126,"nonce.connective","dex"
"mouse","plane",1,"t1","mouse",1,"s1023",126,"nonce.connective","pif"
"rabbit","train",0,"t2","train",1,"s1024",126,"nonce.connective","wug"
"mouse","bicycle",1,"t1","bicycle",0,"s1024",126,"nonce.connective","pif"
"sheep","boat",1,"t1","boat",0,"s1024",126,"nonce.connective","dex"
"bear","van",1,"t2","van",1,"s1024",126,"nonce.connective","jeev"
"horse","motorcycle",0,"t1","motorcycle",0,"s1024",126,"nonce.connective","moke"
"goldfish","plane",0,"t2","plane",1,"s1024",126,"nonce.connective","thite"
"horse","van",0,"t2","van",1,"s1025",392,"1/3","dex"
"goldfish","motorcycle",1,"t1","goldfish",1,"s1025",392,"1/3","thite"
"bear","plane",1,"t1","plane",0,"s1025",392,"1/3","moke"
"mouse","boat",1,"t1","mouse",1,"s1025",392,"1/3","pif"
"sheep","train",0,"t2","train",1,"s1025",392,"1/3","jiv"
"rabbit","bicycle",0,"t2","rabbit",0,"s1025",392,"1/3","wug"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s1026",56,"1/3","dex"
"mouse","boat",0,"t1","boat",0,"s1026",56,"1/3","jiv"
"bear","plane",1,"t2","plane",1,"s1026",56,"1/3","moke"
"sheep","bicycle",0,"t2","bicycle",1,"s1026",56,"1/3","pif"
"goldfish","train",1,"t1","goldfish",1,"s1026",56,"1/3","thite"
"horse","van",1,"t1","horse",1,"s1026",56,"1/3","wug"
"mouse","train",1,"t2","mouse",0,"s1027",392,"onset","wug"
"horse","bicycle",1,"t1","bicycle",0,"s1027",392,"onset","dex"
"bear","van",1,"t2","van",1,"s1027",392,"onset","pif"
"sheep","plane",0,"t1","plane",0,"s1027",392,"onset","thite"
"rabbit","motorcycle",0,"t1","rabbit",1,"s1027",392,"onset","jiv"
"goldfish","boat",0,"t2","goldfish",0,"s1027",392,"onset","moke"
"sheep","van",1,"t2","van",1,"s1028",392,"1/3","jiv"
"goldfish","boat",1,"t1","boat",0,"s1028",392,"1/3","thite"
"mouse","plane",0,"t2","mouse",0,"s1028",392,"1/3","wug"
"horse","train",0,"t1","horse",1,"s1028",392,"1/3","dex"
"bear","bicycle",0,"t1","bear",1,"s1028",392,"1/3","pif"
"rabbit","motorcycle",1,"t2","motorcycle",1,"s1028",392,"1/3","moke"
"sheep","train",0,"t1","sheep",1,"s1029",196,"semantic.baseline","moke"
"goldfish","plane",1,"t1","goldfish",1,"s1029",196,"semantic.baseline","pif"
"bear","bicycle",0,"t2","bicycle",1,"s1029",196,"semantic.baseline","dex"
"rabbit","motorcycle",1,"t2","rabbit",0,"s1029",196,"semantic.baseline","jiv"
"horse","van",1,"t1","horse",1,"s1029",196,"semantic.baseline","wug"
"mouse","boat",0,"t2","boat",1,"s1029",196,"semantic.baseline","thite"
"rabbit","van",1,"t2","rabbit",0,"s1030",56,"semantic.baseline","wug"
"horse","motorcycle",0,"t1","motorcycle",0,"s1030",56,"semantic.baseline","jiv"
"bear","bicycle",0,"t2","bear",0,"s1030",56,"semantic.baseline","pif"
"mouse","boat",0,"t1","mouse",1,"s1030",56,"semantic.baseline","dex"
"sheep","train",1,"t1","sheep",1,"s1030",56,"semantic.baseline","thite"
"goldfish","plane",1,"t2","goldfish",0,"s1030",56,"semantic.baseline","moke"
"bear","van",1,"t2","van",1,"s1031",56,"0/3","dex"
"horse","train",1,"t1","train",0,"s1031",56,"0/3","thite"
"mouse","boat",0,"t1","boat",0,"s1031",56,"0/3","moke"
"rabbit","plane",0,"t2","rabbit",0,"s1031",56,"0/3","wug"
"sheep","motorcycle",0,"t1","sheep",1,"s1031",56,"0/3","jiv"
"goldfish","bicycle",1,"t2","goldfish",0,"s1031",56,"0/3","pif"
"bear","van",0,"t2","bear",0,"s1032",392,"onset","pif"
"sheep","plane",1,"t1","sheep",1,"s1032",392,"onset","jiv"
"rabbit","train",1,"t1","rabbit",1,"s1032",392,"onset","thite"
"goldfish","boat",1,"t2","goldfish",0,"s1032",392,"onset","wug"
"mouse","motorcycle",0,"t2","mouse",0,"s1032",392,"onset","dex"
"horse","bicycle",0,"t1","horse",1,"s1032",392,"onset","moke"
"horse","bicycle",0,"t1","bicycle",0,"s1033",196,"3/3","thite"
"sheep","train",1,"t2","train",1,"s1033",196,"3/3","moke"
"rabbit","van",1,"t1","van",0,"s1033",196,"3/3","pif"
"goldfish","motorcycle",0,"t1","motorcycle",0,"s1033",196,"3/3","jeev"
"bear","boat",0,"t2","boat",1,"s1033",196,"3/3","dex"
"mouse","plane",1,"t2","plane",1,"s1033",196,"3/3","wug"
"bear","van",0,"t1","van",0,"s1034",56,"0/3","pif"
"sheep","motorcycle",1,"t2","sheep",0,"s1034",56,"0/3","moke"
"mouse","train",0,"t2","mouse",0,"s1034",56,"0/3","wug"
"goldfish","boat",0,"t1","boat",0,"s1034",56,"0/3","dex"
"rabbit","plane",1,"t2","plane",1,"s1034",56,"0/3","jiv"
"horse","bicycle",1,"t1","bicycle",0,"s1034",56,"0/3","thite"
"sheep","train",1,"t2","train",1,"s1035",392,"syllables","wug"
"horse","boat",1,"t1","boat",0,"s1035",392,"syllables","pif"
"goldfish","van",0,"t1","van",0,"s1035",392,"syllables","moke"
"rabbit","motorcycle",0,"t2","motorcycle",1,"s1035",392,"syllables","thite"
"mouse","bicycle",0,"t2","mouse",0,"s1035",392,"syllables","dex"
"bear","plane",1,"t1","plane",0,"s1035",392,"syllables","jeev"
"goldfish","train",1,"t1","goldfish",1,"s1036",56,"rime","pif"
"bear","boat",1,"t2","boat",1,"s1036",56,"rime","moke"
"mouse","motorcycle",0,"t1","motorcycle",0,"s1036",56,"rime","wug"
"sheep","van",0,"t1","sheep",1,"s1036",56,"rime","jeev"
"rabbit","plane",1,"t2","rabbit",0,"s1036",56,"rime","dex"
